,easting,northing,plot_area,metric,value
298,403939.9995,3284940,40 m,mean.max.canopy.ht.aop,12.1240985
299,403979.9995,3284940,40 m,mean.max.canopy.ht.aop,11.8262877
300,404019.9995,3284940,40 m,mean.max.canopy.ht.aop,11.88473489
301,404059.9995,3284940,40 m,mean.max.canopy.ht.aop,11.42573799
302,404099.9995,3284940,40 m,mean.max.canopy.ht.aop,12.97244678
303,404139.9995,3284940,40 m,mean.max.canopy.ht.aop,13.12775687
304,404179.9995,3284940,40 m,mean.max.canopy.ht.aop,11.84744938
305,404219.9995,3284940,40 m,mean.max.canopy.ht.aop,11.27315691
306,404259.9995,3284940,40 m,mean.max.canopy.ht.aop,9.802199382
307,404299.9995,3284940,40 m,mean.max.canopy.ht.aop,10.09536774
308,404339.9995,3284940,40 m,mean.max.canopy.ht.aop,10.62014409
309,404379.9995,3284940,40 m,mean.max.canopy.ht.aop,10.47461723
310,404419.9995,3284940,40 m,mean.max.canopy.ht.aop,10.4676377
311,404459.9995,3284940,40 m,mean.max.canopy.ht.aop,10.86849482
312,404499.9995,3284940,40 m,mean.max.canopy.ht.aop,10.88112489
313,403499.9995,3284980,40 m,mean.max.canopy.ht.aop,8.608659845
314,403539.9995,3284980,40 m,mean.max.canopy.ht.aop,9.317784061
315,403579.9995,3284980,40 m,mean.max.canopy.ht.aop,10.11833257
316,403619.9995,3284980,40 m,mean.max.canopy.ht.aop,9.454239026
317,403659.9995,3284980,40 m,mean.max.canopy.ht.aop,10.42716534
318,403699.9995,3284980,40 m,mean.max.canopy.ht.aop,10.621613
319,403739.9995,3284980,40 m,mean.max.canopy.ht.aop,9.89184939
320,403779.9995,3284980,40 m,mean.max.canopy.ht.aop,11.2456878
321,403819.9995,3284980,40 m,mean.max.canopy.ht.aop,14.06700205
322,403859.9995,3284980,40 m,mean.max.canopy.ht.aop,10.9215179
323,403899.9995,3284980,40 m,mean.max.canopy.ht.aop,9.494556121
324,403939.9995,3284980,40 m,mean.max.canopy.ht.aop,12.58188514
325,403979.9995,3284980,40 m,mean.max.canopy.ht.aop,9.986628223
326,404019.9995,3284980,40 m,mean.max.canopy.ht.aop,8.952981004
327,404059.9995,3284980,40 m,mean.max.canopy.ht.aop,11.11246506
328,404099.9995,3284980,40 m,mean.max.canopy.ht.aop,12.47880728
329,404139.9995,3284980,40 m,mean.max.canopy.ht.aop,15.42171305
330,404179.9995,3284980,40 m,mean.max.canopy.ht.aop,10.26619746
331,404219.9995,3284980,40 m,mean.max.canopy.ht.aop,11.19559357
332,404259.9995,3284980,40 m,mean.max.canopy.ht.aop,9.073926984
333,404299.9995,3284980,40 m,mean.max.canopy.ht.aop,9.602520789
334,404339.9995,3284980,40 m,mean.max.canopy.ht.aop,9.957174684
335,404379.9995,3284980,40 m,mean.max.canopy.ht.aop,9.037294395
336,404419.9995,3284980,40 m,mean.max.canopy.ht.aop,10.46589279
337,404459.9995,3284980,40 m,mean.max.canopy.ht.aop,10.78445511
338,404499.9995,3284980,40 m,mean.max.canopy.ht.aop,11.42668319
339,403499.9995,3285020,40 m,mean.max.canopy.ht.aop,10.51581179
340,403539.9995,3285020,40 m,mean.max.canopy.ht.aop,12.04078227
341,403579.9995,3285020,40 m,mean.max.canopy.ht.aop,10.70040336
342,403619.9995,3285020,40 m,mean.max.canopy.ht.aop,11.47500981
343,403659.9995,3285020,40 m,mean.max.canopy.ht.aop,13.27080408
344,403699.9995,3285020,40 m,mean.max.canopy.ht.aop,12.78652372
345,403739.9995,3285020,40 m,mean.max.canopy.ht.aop,12.25780163
346,403779.9995,3285020,40 m,mean.max.canopy.ht.aop,12.29737356
347,403819.9995,3285020,40 m,mean.max.canopy.ht.aop,13.23460903
348,403859.9995,3285020,40 m,mean.max.canopy.ht.aop,9.674114834
349,403899.9995,3285020,40 m,mean.max.canopy.ht.aop,10.68776057
350,403939.9995,3285020,40 m,mean.max.canopy.ht.aop,11.87362468
